Median_household_income_dollars,Percent_individual_below_povery_level,k,o,r
2.936300000000000000e+04,2.748584127999999893e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.786300000000000000e+04,1.172702184000000081e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.598900000000000000e+04,1.823573512999999835e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.160400000000000000e+04,3.307469671999999861e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.695200000000000000e+04,2.010138329999999840e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.090000000000000000e+04,5.552314727999999810e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.070300000000000000e+04,7.732972707000000057e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.244200000000000000e+04,1.488722691999999981e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.579000000000000000e+04,1.221421151000000016e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.988200000000000000e+04,1.498755440999999955e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
9.663200000000000000e+04,6.159170345999999796e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.651200000000000000e+04,2.488961032999999823e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.374600000000000000e+04,1.923874594000000116e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.142000000000000000e+04,9.340905496999999613e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.498500000000000000e+04,1.953935943999999836e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.093600000000000000e+04,1.756368746000000058e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.266700000000000000e+04,2.011084444000000104e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.866400000000000000e+04,1.528529085000000087e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.127200000000000000e+04,2.069519329999999968e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.385300000000000000e+04,1.983831315000000117e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.574400000000000000e+04,1.910422770999999997e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.545400000000000000e+04,2.122334713000000050e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.473800000000000000e+04,2.858662985000000134e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.395600000000000000e+04,3.368036957999999714e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.592800000000000000e+04,1.768209833999999958e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.040400000000000000e+04,1.292319026999999920e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.500400000000000000e+04,2.703242754000000048e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.961100000000000000e+04,6.116367591000000381e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.056400000000000000e+04,1.362256376999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.047100000000000000e+04,1.042243176999999932e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.324400000000000000e+04,2.364904307999999844e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.279100000000000000e+04,2.427525621999999927e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.486100000000000000e+04,1.185647531999999948e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.746600000000000000e+04,9.939125623000000687e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.304400000000000000e+04,1.068839761000000088e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.376300000000000000e+04,1.423066859999999956e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.521100000000000000e+04,2.832593325999999934e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.289300000000000000e+04,1.703276287999999994e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.166000000000000000e+04,1.510594191999999936e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.266600000000000000e+04,2.487477744999999985e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.182900000000000000e+04,2.082896298000000002e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.794100000000000000e+04,8.301166712000000558e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
9.085500000000000000e+04,3.409759617999999826e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.333000000000000000e+04,1.110096313999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.110700000000000000e+04,2.396993851999999947e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.576900000000000000e+04,1.340477515000000075e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.058200000000000000e+04,1.698697178000000108e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.611100000000000000e+04,1.324469110999999977e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.590800000000000000e+04,1.326632548000000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.541100000000000000e+04,6.645829432000000203e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.821200000000000000e+04,2.422813714999999846e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.965200000000000000e+04,1.816839527999999859e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.302800000000000000e+04,6.652619520000000009e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.780400000000000000e+04,2.015151287000000124e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.704000000000000000e+04,8.800242765000000134e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
9.333800000000000000e+04,2.469904383999999897e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.705600000000000000e+04,5.618915824000000114e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.021400000000000000e+04,1.457447625000000002e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.184500000000000000e+04,2.007857295000000164e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.930300000000000000e+04,1.882910486000000105e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.060300000000000000e+04,2.717560525000000027e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.071100000000000000e+04,2.445962988999999865e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.636300000000000000e+04,1.102334169000000053e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.343400000000000000e+04,1.906619388000000015e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.066500000000000000e+04,2.481516715000000062e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
9.742800000000000000e+04,6.401682798000000396e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.664100000000000000e+04,1.380131180000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
9.174600000000000000e+04,5.376109149000000365e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.692000000000000000e+04,1.774902962999999900e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.863600000000000000e+04,1.895269784999999985e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.101700000000000000e+04,2.254579412000000005e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.318300000000000000e+04,1.238189193999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.113700000000000000e+04,1.010062856999999958e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.574100000000000000e+04,8.057490274999999258e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.412400000000000000e+04,1.828563455999999832e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.538200000000000000e+04,6.324137632000000231e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.616200000000000000e+04,1.777027676999999883e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.579600000000000000e+04,2.712954320000000141e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.905800000000000000e+04,2.094693712000000119e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.737500000000000000e+04,1.866625940999999855e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.623000000000000000e+04,8.400826676999999520e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.048400000000000000e+04,1.533137770000000089e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.634400000000000000e+04,1.494669674000000015e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.969500000000000000e+04,7.847481512999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.679700000000000000e+04,1.126541768000000054e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.669900000000000000e+04,1.511252417000000037e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.480400000000000000e+04,4.288656213000000328e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.895200000000000000e+04,1.650945773000000116e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.466600000000000000e+04,3.404119246000000043e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.074800000000000000e+04,1.016615288999999933e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.653600000000000000e+04,1.769547036999999889e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.191600000000000000e+04,1.469445795999999937e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.784300000000000000e+04,6.482763829999999672e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.123300000000000000e+04,1.409594268000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.764200000000000000e+04,1.893932313999999906e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.996300000000000000e+04,2.731700856000000144e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.498700000000000000e+04,2.409733337000000120e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.640700000000000000e+04,1.876786106999999859e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.584700000000000000e+04,8.748130741000000654e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.041700000000000000e+04,5.409374356999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.027600000000000000e+04,1.580526185999999988e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.257300000000000000e+04,2.450233542999999869e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.235300000000000000e+04,1.640355677000000156e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.027800000000000000e+04,2.318099417000000173e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.156000000000000000e+04,6.260196245000000381e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.025600000000000000e+04,9.027636083000000866e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
1.010220000000000000e+05,4.177982035000000316e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.439700000000000000e+04,4.431705756000000385e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.180500000000000000e+04,1.336541446999999927e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.039000000000000000e+04,1.444378872999999963e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.780200000000000000e+04,2.267503669999999971e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.929600000000000000e+04,5.833183387000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.228700000000000000e+04,1.776143519000000026e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.017200000000000000e+04,1.681422481999999974e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.420200000000000000e+04,2.943419819000000004e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.160300000000000000e+04,2.828346768000000111e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.126100000000000000e+04,2.334862431000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.952600000000000000e+04,5.811132255000000413e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.815600000000000000e+04,2.069010383000000175e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.813100000000000000e+04,1.546217631999999931e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.196700000000000000e+04,6.673300578000000094e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.402600000000000000e+04,3.508326172000000298e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.289100000000000000e+04,1.079044591999999980e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.211100000000000000e+04,1.073918727999999945e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
8.559400000000000000e+04,2.619035999999999920e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.782900000000000000e+04,1.345990437000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.221400000000000000e+04,1.376208912000000062e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.044600000000000000e+04,1.180850376000000068e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.393200000000000000e+04,7.164481259999999629e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.279400000000000000e+04,1.556654349000000082e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.439600000000000000e+04,1.854983487999999880e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.727000000000000000e+04,5.962521295000000165e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.041600000000000000e+04,1.408573119999999967e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.243200000000000000e+04,1.682949083000000101e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.400000000000000000e+04,5.714578144999999942e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.665000000000000000e+04,2.995622761999999994e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
8.093700000000000000e+04,4.678721159000000185e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.535600000000000000e+04,1.831662113000000147e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.229100000000000000e+04,4.591150963999999668e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.843000000000000000e+04,2.971356368999999997e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.019000000000000000e+04,8.806411837000000631e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.486700000000000000e+04,1.918715704999999971e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.925900000000000000e+04,1.678255912999999921e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.016500000000000000e+04,2.013730861999999888e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.728700000000000000e+04,1.688321652000000128e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.644500000000000000e+04,1.768811048999999969e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.018600000000000000e+04,1.869623603000000145e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.391500000000000000e+04,2.807394332000000148e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.757400000000000000e+04,1.086448365000000038e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.563700000000000000e+04,1.345619454999999931e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.749600000000000000e+04,1.222318875000000027e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.092100000000000000e+04,9.969384802000000434e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.523500000000000000e+04,7.421607735000000261e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.731300000000000000e+04,7.048984467999999559e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.670400000000000000e+04,6.963079138000000334e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.597100000000000000e+04,5.397190410000000327e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.712000000000000000e+04,7.003949708999999579e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.743800000000000000e+04,1.726934079000000111e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.118200000000000000e+04,1.374179866000000061e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.128400000000000000e+04,9.314703924999999884e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.475900000000000000e+04,6.412380541000000100e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.517700000000000000e+04,1.562617836999999987e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.520000000000000000e+04,1.932156721000000132e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.527400000000000000e+04,7.113086969000000259e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.145400000000000000e+04,1.092045493000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.088700000000000000e+04,2.284293878000000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.482800000000000000e+04,5.063618162000000034e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.005700000000000000e+04,7.082752519999999663e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.828200000000000000e+04,2.286997523000000143e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.929700000000000000e+04,1.234053203999999937e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.494000000000000000e+04,5.979638300999999601e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.202700000000000000e+04,2.526339374000000149e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.949000000000000000e+04,5.675565241000000150e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.869200000000000000e+04,4.040516760000000041e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.903700000000000000e+04,1.597792968999999985e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.434100000000000000e+04,1.234566030000000048e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.711800000000000000e+04,1.699768930000000111e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.186700000000000000e+04,2.284502963999999992e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.065300000000000000e+04,1.431018208000000058e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.942700000000000000e+04,8.948354294999999681e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.141300000000000000e+04,6.858410016999999748e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.475200000000000000e+04,1.733933658000000122e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.717800000000000000e+04,1.647851920000000092e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.173500000000000000e+04,1.038850066000000005e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.074200000000000000e+04,8.838358518999999802e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.305400000000000000e+04,1.340445479999999989e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.992200000000000000e+04,2.955296145000000152e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.943300000000000000e+04,1.804558945999999864e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.929300000000000000e+04,1.333747941000000026e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.312700000000000000e+04,1.494077021000000016e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.087400000000000000e+04,2.541928958000000094e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.410300000000000000e+04,1.857203618999999861e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.794700000000000000e+04,1.439091535000000022e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.663800000000000000e+04,8.715340554000000850e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.001000000000000000e+04,8.201849173999999465e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.111800000000000000e+04,2.006501150000000067e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.048400000000000000e+04,1.163222181999999982e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
8.623100000000000000e+04,5.684724650999999795e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.444900000000000000e+04,7.877681285999999616e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.440900000000000000e+04,1.008029274000000086e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.106400000000000000e+04,1.549329155999999941e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.395800000000000000e+04,7.446971521000000038e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.593500000000000000e+04,3.129502696999999856e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.029000000000000000e+04,1.694488980999999939e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.576500000000000000e+04,2.225974911000000134e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.856800000000000000e+04,1.832802986000000089e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.790300000000000000e+04,6.788553440000000272e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.564400000000000000e+04,1.345988924999999981e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
8.531400000000000000e+04,5.373707217999999841e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.363600000000000000e+04,5.664081673000000094e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
9.050300000000000000e+04,8.302303887000000771e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.304400000000000000e+04,2.336150959000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.547800000000000000e+04,4.130207653000000256e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.572600000000000000e+04,1.463473074000000018e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.699900000000000000e+04,6.450353814999999713e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.199800000000000000e+04,1.490778015000000067e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.064300000000000000e+04,6.576673076999999701e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.435600000000000000e+04,2.250061347000000112e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
8.111100000000000000e+04,5.343721905999999855e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.424100000000000000e+04,2.001295452000000097e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.596600000000000000e+04,1.764618238999999988e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.846800000000000000e+04,9.218762592999999228e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.425700000000000000e+04,2.881610532999999919e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.663100000000000000e+04,5.270513579000000171e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.151400000000000000e+04,2.120857833999999897e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
7.754200000000000000e+04,9.730177986999999362e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.234500000000000000e+04,2.334610512000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.719400000000000000e+04,1.463125572000000041e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.674700000000000000e+04,4.696569269000000268e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
